,0,1,2
641,Congregação das Irmãs Oblatas do Menino Jesus,-15.7711905,-47.894258099999995
642,CENTRO COMUNITÁRIO DA CRIANÇA - CEL 1,-15.8132945,-48.103307799999996
643,CENTRO COMUNITÁRIO DA CRIANÇA - MATRIZ,-15.8132945,-48.103307799999996
644,CENTRO COMUNITÁRIO SÃO LUCAS (U1),-15.830469599999999,-48.091021
645,Centro de Educação da Primeira Infância Aroeira,,
646,CENTRO DE EDUCAÇÃO DA PRIMEIRA INFÂNCIA LOBO - GUARÁ,,
647,ASSOCIAÇÃO DOS MORADORES DO PROJETO LÚCIO COSTA,,
648,ASSOCIAÇÃO DE INTEGRAÇÃO SOCIAL DE BRASÍLIA - CRECHE SORRISO DE MARIA,-15.839134699999999,-47.9661185
649,CRECHE RENASCER,-15.779929699999999,-47.9919811
650,INSTITUTO VITÓRIA RÉGIA PARA O DESENVOLVIMENTO HUMANO,-15.6546275,-47.796195
651,Centro de Convivência e Educação Infantil Maria Mãe da Providência,-16.0358867,-48.034583999999995
652,CRECHE PIONEIRA DA VILA PLANALTO,-15.7968751,-47.849937499999996
653,PROJETO SÓCIO EDUCATIVO SANTA LUZIA,-15.880486099999999,-48.073865399999995
654,LAR DA CRIANÇA PADRE CÍCERO - UNIDADE 1-,-15.7964614,-48.0581762
655,CENTRO DE EDUCAÇÃO DA PRIMEIRA INFÂNCIA TAMANDUÁ BANDEIRA,,
656,CRECHE CASA DO PEQUENO POLEGAR,-15.849355599999999,-47.889469399999996
657,CENTRO DE EDUCAÇÃO DA PRIMEIRA INFÂNCIA ANGELINS,,
658,CENTRO DE EDUCAÇÃO DA PRIMEIRA INFÂNCIA SABIÁ - LARANJEIRA,,
659,ASSOCIAÇÃO CAMINHO DE LUZ - AREAL,-15.793314599999999,-47.9288173
660,ASSOCIAÇÃO BENÉFICA CORAÇÃO DE CRISTO,-15.906843199999999,-48.0817536
661,CENTRO DE EDUCAÇÃO DA PRIMEIRA INFÂNCIA ESTRELA DO CERRADO,,
662,1 -  Irmã Elvira_Instituto Integridade Escola,,
663,COMUNIDADE EVANGÉLICA CONF LUTERANA GIRASSOL,-15.7940209,-48.026882699999994
664,CRECHE MAGIA DOS SONHOS,-15.637255199999998,-47.634423399999996
665,CENTRO DE EDUCAÇÃO DA PRIMEIRA INFÂNCIA JATOBÁ,,
666,CENTRO DE EDUCAÇÃO DA PRIMEIRA INFÂNCIA PEQUIZEIRO,,
667,SOCIEDADE SÃO VICENTE PAULO - C FREDERICO OZANAM,,
668,CENTRO DE EDUCAÇÃO DA PRIMEIRA INFÂNCIA FLOR DE LIS,,
669,CENTRO DE EDUCAÇÃO DA PRIMEIRA INFÂNCIA IPÊ AMARELO,-15.806690199999998,-48.1464334
670,CENTRO DE EDUCAÇÃO DA PRIMEIRA INFÂNCIA IPÊ BRANCO,,
671,CENTRO DE EDUCAÇÃO DA PRIMEIRA INFÂNCIA GAVIÃO,,
672,CENTRO DE EDUCAÇÃO DA PRIMEIRA INFÂNCIA JACARANDÁ,,
673,ASSOCIAÇÃO CRUZ DE MALTA - NOSSA SRA DO FILERMO,,
674,SOCIEDADE ESPÍRITA DE AMPARO AO MENOR CASA DO CAMINHO,-15.8143487,-48.0848996
675,ASS. BENEF. EVANG. - CRECHE PR FRANCISCO MIRANDA,,
676,CENTRO DE EDUCAÇÃO DA PRIMEIRA INFÂNCIA JURITI,,
677,CENTRO DE EDUCAÇÃO DA PRIMEIRA INFÂNCIA BEIJA FLOR,,
678,INSTITUTO EDUCACIONAL SÃO JUDAS TADEU,-15.8630704,-47.8615968
679,CENTRO DE EDUCAÇÃO DA PRIMEIRA INFÂNCIA CANÁRIO DA TERRA,,
680,4 -  Cantinho da Paz_Casa Transitória de Brasília - Unidade III,,
681,SOCIEDADE ESPÍRITA DE EDUCAÇÃO - SEMENTE LUZ,,
682,CENTRO DE EDUCAÇÃO DA PRIMEIRA INFÂNCIA IPÊ ROXO,,
683,ASSOCIAÇÃO MARIA DE NAZARÉ,-15.8637652,-48.088258599999996
684,CENTRO DE EDUCAÇÃO DA PRIMEIRA INFÂNCIA CORUJINHA DO CERRADO,,
685,CENTRO DE EDUCAÇÃO DA PRIMEIRA INFÂNCIA ARARAÚNA,,
686,CENTRO DE EDUCAÇÃO DA PRIMEIRA INFÂNCIA ONÇA PINTADA,,
687,CENTRO DE EDUCAÇÃO DA PRIMEIRA INFÂNCIA QUERO QUERO,,
688,CENTRO DE EDUCAÇÃO DA PRIMEIRA INFÂNCIA ARARA CANINDÉ,,
689,CENTRO DE EDUCAÇÃO DA PRIMEIRA INFÂNCIA PAINEIRA,,
690,CENTRO DE EDUCAÇÃO DA PRIMEIRA INFÂNCIA CURIÓ,,
691,CENTRO DE EDUCAÇÃO DA PRIMEIRA INFÃNCIA BURITI,,
692,CENTRO DE EDUCAÇÃO DA PRIMEIRA INFÂNCIA CAPIM - DOURADO,,
693,AÇÃO SOCIAL PAULA FRASSINETTI,-15.758375099999999,-47.9005661
694,CENTRO DE EDUCAÇÃO DA PRIMEIRA INFÂNCIA SEMPRE VIVA,,
695,CENTRO DE EDUCAÇÃO DA PRIMEIRA INFÃNCIA MACAÚBA,,
696,CENTRO DE EDUCAÇÃO DA PRIMEIRA INFÂNCIA JOÃO DE BARRO,,
697,OBRAS ASSISTENCIAIS SÃO SEBASTIÃO - CENTRO DE CONVIVÊNCIA E EDUCAÇÃO INFANTIL SAGRADA FAMÍLIA,,
698,CRECHE ESPIRITA MARIA DE NAZARÉ - CENOL,,
699,ASSOCIAÇÃO CRUZ DE MALTA,-15.7674197,-47.8893272
700,INSTITUTO DE SERVIÇO SOCIAL PAX,-15.7620135,-47.8705078
701,CENTRO DE EDUCAÇÃO DA PRIMEIRA INFÂNCIA JEQUITIBÁ,,
702,CENTRO DE EDUCAÇÃO DA PRIMEIRA INFÂNCIA ANGICO,,
703,CASA DA CRIANÇA PÃO DE SANTO ANTÔNIO,-15.805780799999999,-47.9050918
704,8 - São Lucas_Centro Comunitário São Lucas - Unidade II - Candangolândia,,
705,CENTRO DE EDUCAÇÃO DA PRIMEIRA INFÂNCIA PICA-PAU BRANCO,,
706,OÁSIS- OBRAS ASSISTENCIAIS A INFANCIA E A SOCIEDADE,,
707,6 - Luiz Hermani_Lar das Crianças Luiz Hermani,-15.8858073,-48.0117887
708,CASA DO CANDANGO,-15.811162,-47.883283399999996
709,CENTRO DE EDUCAÇÃO DA PRIMEIRA INFÂNCIA CALIANDRA,,
710,CRECHE SÃO VICENTE DE PAULO,-15.785901899999999,-47.936856
711,CENTRO COMUNITÁRIO DA CRIANÇA - CEL 2,-15.8132945,-48.103307799999996
712,CENTRO DE EDUCAÇÃO DA PRIMEIRA INFÂNCIA IPÊ ROSA,,
713,CENTRO DE EDUCAÇÃO DA PRIMEIRA INFÂNCIA ANDORINHA,,
714,SOCIEDADE DO AMOR EM AÇÃO - ESCOLINHA BEIJA FLOR,-15.8199496,-48.0651344
715,CASA TRANSITÓRIA DE BRASÍLIA - LAR CRIANÇAS - CTB,-15.813904899999999,-48.063562999999995
716,OBRAS ASSISTENCIAIS SÃO SEBASTIÃO - CRECHE NOSSA SRA DO CARMO,,
